title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,tagline,genres,production_companies,production_countries,spoken_languages,keywords,id
Shutter Island,8.2,22318,Released,2010-02-14,294800000,138,False,80000000,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",Some places never let you go.,"Drama, Thriller, Mystery","Phoenix Pictures, Paramount, Appian Way, Sikelia Productions, Mandate International",United States of America,"English, German","island, based on novel or book, hurricane, investigation, u.s. marshal, conspiracy theory, psychiatric hospital, psychological thriller, whodunit, neo-noir, 1950s",647
Sicario,7.39,7836,Released,2015-09-17,84872444,122,False,30000000,en,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,The border is just another line to cross.,"Action, Crime, Thriller","Thunder Road, Black Label Media, Lionsgate","Mexico, United States of America","Spanish, English","cia, mexico, bomb, fbi, smoking, texas, border, murder, dirty cop, football (soccer), drugs, night vision, death of daughter, tunnel, el paso, moral dilemma, neo-noir, death of wife, mexican cartel, secret tunnel",648
Signs,6.681,5144,Released,2002-08-02,408247917,106,False,72000000,en,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,It's not like they didn't warn us.,"Drama, Thriller, Science Fiction, Mystery","Touchstone Pictures, Blinding Edge Pictures, The Kennedy/Marshall Company",United States of America,"English, Portuguese","farm, faith, symbolism, miracle, family relationships, alien, grief, rural area, alien invasion, crop circle, alien attack, death of wife, loss of faith, alien encounter, malicious, aliens",649
Silver Linings Playbook,7.13,11327,Released,2012-11-16,236412453,122,False,21000000,en,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",Watch For The Signs,"Drama, Comedy, Romance",The Weinstein Company,United States of America,English,"depression, infidelity, dancing, friendship, philadelphia, pennsylvania, based on novel or book, widow, letter, neighbor, mental illness, ex-wife, institutionalization, death of husband, bipolar, restraining order, father son relationship, male mental health",650
Sin City,7.4,7541,Released,2005-04-01,158733820,124,False,40000000,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",Walk down the right back alley in Sin City and you can find anything...,"Thriller, Action, Crime","Dimension Films, Troublemaker Studios, Miramax",United States of America,English,"dystopia, based on comic, anthology, held captive, based on graphic novel, mysterious killer, doing the right thing, silhouette, neo-noir",651
Sing,7.114,7458,Released,2016-11-23,634151679,108,False,75000000,en,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,Auditions begin 2016.,"Animation, Comedy, Family, Music","Illumination, Universal Pictures, Fuji Television Network, dentsu",United States of America,English,"anthropomorphism, singing, singing competition, illumination",652
Sinister,6.868,5008,Released,2012-03-29,82515113,110,False,3000000,en,Sinister,"True-crime writer Ellison Oswald is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.","Once you see him, nothing can save you.","Horror, Thriller, Mystery","Automatik Entertainment, Blumhouse Productions, Alliance Films, IM Global, Possessed Pictures, Summit Entertainment","Canada, United Kingdom, United States of America","English, Portuguese, French, Breton","drowning, pennsylvania, usa, writing, child murder, snuff, tape, home movie footage, murder, massacre, power outage, held captive, hanging, death, car fire, attic, occult, super 8mm footage, moving in, crime novelist, novel writing, supernatural horror",653
Skyfall,7.227,14466,Released,2012-10-24,1142471295,143,False,200000000,en,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",Think on your sins.,"Action, Adventure, Thriller","Metro-Goldwyn-Mayer, Eon Productions, Danjaq, Columbia Pictures","United Kingdom, United States of America",English,"spy, secret agent, sociopath, mi6, killer, art gallery, british secret service, uzi, booby trap, impersonating a police officer, macao, komodo dragon",654
Skyscraper,6.318,4623,Released,2018-07-11,292351275,102,False,125000000,en,Skyscraper,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",Don't look down,"Action, Thriller","Flynn Picture Company, Legendary Pictures, Seven Bucks Productions, The Third Floor",United States of America,"Cantonese, Mandarin, English","fire, china, skyscraper, hong kong, high tech, security system, pearl, penthouse, world's tallest building, trapped in burning building",655
Sleeping Beauty,6.942,4784,Released,1959-02-17,51600000,75,False,6000000,en,Sleeping Beauty,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",Awaken to a World of Wonders!,"Fantasy, Animation, Romance, Family",Walt Disney Productions,United States of America,English,"princess, magic, kingdom, fairy tale, sleep, fairy, prince, castle, kiss, musical, knight, dragon, dungeon, based on fairy tale",656
Sleepy Hollow,7.169,6198,Released,1999-11-19,206071502,105,False,100000000,en,Sleepy Hollow,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,Heads Will Roll,"Drama, Fantasy, Thriller, Mystery, Horror","Paramount, Mandalay Pictures, American Zoetrope, Tim Burton Productions, Karol Film Productions, Scott Rudin Productions, Adam Schroeder Entertainment, Dieter Geissler Filmproduktion, StudioCanal, Lions Gate Films, Summit Entertainment","France, Germany, United States of America",English,"small town, steampunk, 19th century, headless horseman",657
